date,headline,url
01-Apr-2024,stock market update nifty pharma index advances 1 11,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update stocks that hit 52 week highs on nse in todays trade,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update sugar stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update fertilisers stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty it index advances 0 41,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty bank index advances 0 96,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update fmcg stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,investors richer by 6l cr as sensex climbs 363 points on the first day of fy25,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update mining stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty auto index falls 0 16,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update power stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,sensex rises but these stocks fell 5 or more in mondays session,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,shares of trent fall as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,marico shares drop 0 17 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,ltimindtree shares down 1 22 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,united spirits shares up 2 15 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of pi industries falls as sensex gains 356 75 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,ambuja cements shares gain 1 71 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of page industries jumps as sensex gains 376 14 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market trading for nris a comprehensive guide to 3 in 1 accounts,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,time for nifty and bank nifty to hit new highs be neutral to bullish on idfc first bank aditya arora,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,tata elxsi shares down 0 09 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update fertilisers stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,chola inv finance rises 2 49 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of icici lombard rises as nifty strengthens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,bajaj holdings shares gain 0 84 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,shree cements shares up 2 24 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of lupin rises as nifty strengthens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update stocks that hit 52 week highs on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,mphasis shares gain 1 42 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty bank index advances 0 91 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,pidilite ind stock price up 0 83 per cent as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,bel shares rise 2 77 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,au small fin bank shares gain 2 39 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update mining stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update stocks that hit 52 week lows on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,shares of icici pru life rise as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,sensex rises but these stocks are down 5 or more on bse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty realty index advances 4 07 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty it index advances 0 64 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,irctc shares up 2 84 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update sugar stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of siemens jumps as sensex gains 482 24 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,vedanta shares up 3 6 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update power stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update fmcg stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty auto index advances 0 91 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of voltas jumps as sensex gains 456 06 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,adani power shares up 4 99 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,no monday blues sensex surges 500 points on firm global cues,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,stock market update nifty pharma index advances 0 98 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,biggest beneficiaries of financialisation of savings and also every cycle of stock market 4 stocks with upside potential of up to 28,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,nifty bank index may see more gains buy on dips the advice,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,shares of zee ent rise as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,indian hotels stock price up 1 53 per cent as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,acc shares gain 1 37 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,tube investments shares up 0 48 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,varun beverages shares gain 0 81 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,top nifty50 stocks analysts suggest buying this week,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,share price of crompton greaves rises as nifty strengthens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,interglobe shares up 0 6 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
01-Apr-2024,indian oil corp shares up 0 98 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45383.cms"
02-Apr-2024,nse reduces market lot of nifty 50 derivative contracts 2 others,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update stocks that hit 52 week lows on nse in todays trade,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update power stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update stocks that hit 52 week highs on nse in todays trade,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update mining stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty pharma index falls 0 12,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,nifty bank ends flat with negative bias deploy buy on dips approach experts,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty bank index falls 0 07,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,tech view nifty forms two successive doji candles what traders should do on wednesday,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty realty index advances 1 01,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,sensex falls these stocks fell 5 or more in tuesdays session,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update sugar stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,sensex snaps 3 day winning run dips 111 points dragged by bank it stocks,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update fmcg stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty auto index advances 1 07,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update fertilisers stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty it index falls 0 71,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,nifty predicted to surge to 23400 before general election outcome says icicidirect heres why,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,expect nifty at 24k in next 3 4 months midcap 100 to rally towards 58000 smallcap target 18k manav chopra,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,dlf shares down 1 34 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,godrej consumer shares down 1 66 as nifty falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,mphasis shares up 0 15 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,shree cements shares down 0 63 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,ambuja cements shares rise 0 68 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,share price of lupin falls as nifty weakens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,bharat forge shares gain 0 05 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,tata elxsi shares drop 0 49 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,pidilite ind shares fall 1 61 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,bajaj holdings shares down 0 02 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,pi industries shares up 0 23 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,sbi card shares up 1 32 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update mining stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,avenue supermart stock price down 0 12 per cent as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,page industries shares gain 1 31 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,siemens shares gain 1 47 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty bank index advances 0 08 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,acc shares gain 1 09 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,tata power shares up 0 86 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,jubilant food stock price up 1 3 per cent as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update power stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,icici pru life stock price up 0 39 per cent as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update fertilisers stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,marico shares up 0 39 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,varun beverages shares gain 0 44 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,share price of vedanta jumps as sensex drops 169 3 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty auto index advances 0 62 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update fmcg stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,colgate palmolive shares up 1 73 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty pharma index falls 0 08 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,indian oil corp shares up 2 09 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update stocks that hit 52 week highs on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,havells india shares gain 2 31 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,where is nifty50 headed in april see what history has to tell about d street action,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty realty index advances 0 79 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,bel shares rise 4 47 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,crompton greaves shares up 3 32 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,sensex falls these stocks are down 5 or more on bse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,share price of voltas jumps as sensex drops 57 57 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,srf shares rise 1 21 as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update nifty it index falls 0 47 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update stocks that hit 52 week lows on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,interglobe shares up 1 56 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,adani power shares rise 4 99 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,stock market update sugar stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,fy25 begins with a bang for nifty time for portfolio revamp to avoid base effect bite later,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,it bank stocks drag sensex 150 points lower nifty below 22450,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,shares of icici lombard rise as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,trent shares rise 0 32 as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,bank of baroda rises 1 42 as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,ashok leyland shares rise 1 31 as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,indian hotels shares gain 0 33 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,chola inv finance shares gain 0 8 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
02-Apr-2024,shriram finance shares gain 0 62 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45384.cms"
03-Apr-2024,sensex falls these stocks fell 5 or more in wednesdays session,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty realty index falls 2 58,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,tech view nifty showing non directional trend on charts what should traders do on thursday,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty pharma index falls 0 17,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update fmcg stocks down as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty it index advances 0 73,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty bank index advances 0 17,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,nifty bank recoups losses to close in green next resistance seen around 48000 experts,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update fertilisers stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,sensex closes flat after volatile session nifty below 22450,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update mining stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty auto index falls 0 27,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update stocks that hit 52 week lows on nse in todays trade,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update sugar stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update power stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update stocks that hit 52 week highs on nse in todays trade,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,hdfc mf announces discontinuation of lumpsum subscription restrictions on systematic transactions in nifty realty index fund,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,godrej consumer shares decline 1 66 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,bharat forge shares down 1 76 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,dlf shares drop 2 89 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,tube investments shares down 1 0 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,au small fin bank shares decline 2 09 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,share price of acc rises as nifty strengthens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,share price of united spirits falls as nifty strengthens,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,chola inv finance shares gain 0 25 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,icici pru life declines 0 74 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,interglobe shares decline 1 84 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,bajaj holdings shares fall 0 33 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,lupin rises 0 37 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,mphasis shares up 1 45 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,max healthcare shares down 0 45 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update mining stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,avenue supermart shares up 1 56 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,sensex rises but these stocks are down 5 or more on bse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty pharma index falls 0 14 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,colgate palmolive shares gain 1 03 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,pi industries shares rise 1 33 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,varun beverages shares gain 4 64 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update power stocks up as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update stocks that hit 52 week lows on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,indian oil corp shares decline 0 11 as sensex climbs,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty bank index falls 0 07 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,siemens shares rise 0 59 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty realty index falls 1 31 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,crompton greaves stock price up 0 44 per cent as sensex slides,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update fertilisers stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,indian hotels shares rise 1 65 as nifty gains,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,voltas shares gain 1 32 as sensex rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update fmcg stocks down as market rises,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty auto index falls 0 14 in an upbeat market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,bel shares up 1 33 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update nifty it index advances 0 88 in a weak market,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,vedanta shares rise 1 12 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update stocks that hit 52 week highs on nse,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,shriram finance shares up 2 38 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,chandan taparia on what to expect after nse reduces nifty fo lot size to 25,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,stock market update sugar stocks up as market falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,adani power shares up 2 65 as nifty drops,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,icici lombard shares gain 0 47 as sensex falls,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,share price of gail jumps as sensex drops 211 67 points,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,sensex falls 300 points as global markets slump on rate cut worries nifty below 22400,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
03-Apr-2024,nifty fo lot size cut to 25 from april 26,"https://economictimes.indiatimes.com/archivelist/year-2024,month-4,starttime-45385.cms"
